Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Valentia Island - Kerry,https://www.discoverireland.ie/kerry,,-10.3624787374577,51.9057706613253,Kerry,,Republic of Ireland,"Restaurant,Craft,Shopping,Bird Watching,Nature and Wildlife,Climbing,Activity Operator,Cruising,Cycling,Fishing,Angling,Gardening,Horse Riding,Equestrian,Kayaking,Kitesurfing,Windsurfing,Photography,Learning,Sailing,Swimming,Swimming Pools and Water Park,Venue,Walking,Historic Houses and Castle,Island,Offshore Island,Natural Landscape,Cafe,Food and Drink,Local Produce,Pubs and Bar,Seafood"
Dun na Rí Forest Park,http://www.coillte.ie/site/dun-a-ri-forest-park/,353494331942,-6.79266149999999,53.9189778,Cavan,Kingscourt,Ireland,"Walking,Forest Park,Park and Forest Walk,National Park,National and Forest Park,Public Park,Nature and Wildlife"
Piltown - Mountain Grove Loop,http://www.trailkilkenny.ie,+353(0)567752111,-7.34111359480207,52.3537317834319,Kilkenny,,Ireland,"Walking,Natural Landscape"
Jenkinstown Wood Loop,http://www.irishtrails.ie/Trail/Jenkinstown-Wood---Jenkinstown-Wood-loop/125/,,-7.28448348388166,52.7311695788291,Kilkenny,Kilkenny City,Ireland,"Walking,Natural Landscape"
Slí Cholmcille,http://www.irishtrails.ie/trail/Sli-Cholmcille/13/,+353(0)749721148,-8.71477570036982,54.6997030560807,Donegal,Glencolmcille,Republic of Ireland,"Walking,Natural Landscape"
Slí Na Finne,,+353(0)749721148,-8.1162042430152,54.8694215846037,Donegal,,Republic of Ireland,"Walking,Natural Landscape"
Slí na Rosann,https://www.govisitdonegal.com/things-to-do/activities/sli-na-rossan-sli-dhun-na-ngall,+353(0)749721148,-8.3633753917632,54.9517634921175,Donegal,,Republic of Ireland,"Walking,Natural Landscape"
Durrow Leafy Loops - Leafy loop,https://www.sportireland.ie/outdoors/walking/trails/durrow-leafy-loops-leafy-loop?county=35&grade=All&length=All#list,,-7.39579761602658,52.8468523376508,Laois,,Ireland,"Walking,Natural Landscape"
O'Gorman's Lane Loop Walk,http://www.irishtrails.ie/Trail/O-Gormans-Lane-/583/,,-7.18228840808342,52.5923527730017,Kilkenny,Bennettsbridge,Ireland,"Walking,Natural Landscape"
Monicknew Trails,http://www.irishtrails.ie/Trail/Monicknew---Valley-Walk/256/,,-7.54632895409872,53.0759841249754,Laois,Clonaslee,Ireland,"Walking,Natural Landscape"
Newcastle Woods,https://www.longford.ie/en/visit/trails/newcastle-woodland-trail/,353433343509,-7.7261067,53.5621238,Longford,,Ireland,"Walking,Natural Landscape"
Durrow Leafy Loops -Dunmore Woods Loop,https://www.sportireland.ie/outdoors/walking/trails/durrow-leafy-loops-dunmore-woods-loop,,-7.39442432501095,52.8476817254982,Laois,,Ireland,"Walking,Natural Landscape"
Abbeyleix Loops - Killamuck Bog,http://www.irishtrails.ie/Trail/Abbeyleix-Loops---Killamuck-Bog-loop/623/,,-7.35307920316802,52.9068305299692,Laois,Abbeyleix,Ireland,"Walking,Natural Landscape"
Rinn Duin Castle Loop,https://www.sportireland.ie/outdoors/walking/trails/rinn-duin-castle-loop?county=53&grade=402&length=All#list,+353(0)906630252,-8.00432573022647,53.544196661934,Roscommon,,Republic of Ireland,"Walking,Castle,Historic Houses and Castle,Ruins"
Glenbarrow Eco Walk,http://slievebloom.ie/walking/glenbarrow,,-7.52521460473349,53.149038742129,Laois,,Ireland,"Walking,Natural Landscape"
Dunbrody Abbey and Visitor Centre,http://www.dunbrodyabbey.com,353862759149,-6.95523,52.282115,Wexford,Campile,Ireland,"Craft,Shopping,Walking,Historic Houses and Castle,Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Museums and Attraction,Cafe,Food and Drink,Activity Operator,Tour"
Hyde Bridge Gallery,https://www.yeatssociety.com/,353719142693,-8.474933,54.272077,Sligo,Sligo Town,Republic of Ireland,"Craft,Shopping,Art Gallery"
Monaghan County Museum,https://monaghan.ie/museum/,3534782928,-6.9724846,54.2478562,Monaghan,,Ireland,"Historic Houses and Castle,Museums and Attraction,Tour"
Knock Museum,https://www.knockshrine.ie/key-places-to-visit/knock-museum/,353949388100,-8.91715329999999,53.7900043,Mayo,Knock,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Museums and Attraction,Cafe,Food and Drink"
Michael J Quill Centre,http://www.historic-ireland.com/places/778.html,353646685511,-9.46143,51.902656,Kerry,Kilgarvan,Republic of Ireland,Museums and Attraction
Donegal Railway Heritage Centre,http://donegalrailway.com/,353749722655,-8.10802239999999,54.656847,Donegal,Milltown,Ireland,"Transport,Activity Operator,Museums and Attraction,Tour,Coach,Road"
Garter Lane Art Gallery,http://www.garterlane.ie,+353(0)51855038,-7.116447,52.262574,Waterford,Waterford City,Republic of Ireland,"Learning,Movies,Cinema,Venue,Activity Operator,Art Gallery,Music"
River Inny,http://www.fishinginireland.info,35318842600,-7.32313105065918,53.6684318616526,Dublin,Swords,Republic of Ireland,"Fishing,Angling,River,Discovery Point"
West Cork Music,https://www.westcorkmusic.ie/,3532752788,-9.4489112,51.6804291,Cork,Bantry,Ireland,"Learning,Literary Ireland,Venue,Music"
St Brigid’s Cathedral & Round Tower,http://www.stbrigidscathedral.com/,,-6.91137099999999,53.1579272,Kildare,,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Croppies Grave,http://www.igp-web.com/Carlow/croppies_graves.htm,,-6.9391607,52.8389539,Carlow,,Ireland,Public Sculpture
Newtown Castle,https://www.newtowncastle.com/history,353657077200,-9.16938609999999,53.1033781999999,Clare,Newtown,Ireland,"Walking,Castle,Historic Houses and Castle"
Temple Cronan Early Christian Church,,353656828366,-9.0609731,53.0461691999999,Clare,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Saint Cronan's 10th Century Church Tuamgraney,http://www.discoverloughderg.ie/tuamgraney-church,35361921351,-8.5393666,52.8966945,Clare,Tuamgraney,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Ballitore Library & Quaker Museum,http://www.kildare.ie/Library/Library/BallitoreLibrary,353598623344,-6.814924,53.009722,Kildare,Ballitore,Ireland,Museums and Attraction
Fintown Railway,https://www.facebook.com/fintownrailway,353749546280,-8.120414,54.8676191,Donegal,,Ireland,"Transport,Activity Operator,Museums and Attraction,Coach,Road"
Kerry Geopark,https://www.facebook.com/kerrygeopark,+353(0)877934663,-9.897747,51.837759,Kerry,Sneem,Republic of Ireland,"Walking,Natural Landscape,Activity Operator"
Anne Osborne Watercolours,https://www.facebook.com/AnneOsborneWatercolours,353862436740,-8.5999892,54.2707875,Sligo,,Ireland,"Craft,Shopping,Art Gallery,Food Shops"
Famine Warhouse 1848,http://heritageireland.ie/visit/places-to-visit/famine-warhouse-1848/,353879089972,-7.52220989999999,52.6193986,Tipperary,Ballingarry,Ireland,"Historic Houses and Castle,Museums and Attraction"
Lislaughtin Franciscan Friary,,353667121288,-9.47861,52.547334,Kerry,Ballylongford,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
The Lartigue Monorailway,http://www.lartiguemonorail.com,3536824393,-9.490492,52.44965,Kerry,Listowel,Republic of Ireland,"Transport,Activity Operator,Museums and Attraction,Tour,Coach,Road"
Roscrea Castle and Damer House,https://heritageireland.ie/places-to-visit/roscrea-heritage-centre-roscrea-castle-and-damer-house/,35350521850,-7.79815239999999,52.9551159,Tipperary,Roscrea,Ireland,"Photography,Learning,Historic Houses and Castle,Castle,Gardens,Garden,Museums and Attraction,Tour"
Dunguaire Castle,https://www.dunguairecastle.com/,35361711222,-8.9261281,53.1422901,Galway,,Ireland,"Food and Drink,Restaurant,Historic Houses and Castle,Castle,Activity Operator,Food Shops,Shopping,Tour"
Clonfert Cathedral,http://www.megalithicireland.com/Clonfert%20Cathedral.html,,-8.05836789999999,53.2406886999999,Galway,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Na Seacht Teampaill,https://www.aranislands.ie/inis-mor-inishmore-island/inis-mor-island-churches-celtic-sites/na-seacht-dteampaill-the-seven-churches,3539961263,-9.7774213,53.1457446999999,Galway,Aran Islands,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
The Trinity Tree Dingle,,,-10.271003,52.141565,Kerry,Dingle,Republic of Ireland,Public Sculpture
The Wexford Slobs and Wildfowl Reserve,https://www.wexfordwildfowlreserve.ie,353761002660,-6.4200302,52.3570279,Wexford,,Ireland,"Bird Watching,Nature and Wildlife,Learning,Photography,Forest Park,Park and Forest Walk,Walking,National Park,National and Forest Park,Natural Landscape"
Shelmalier Forth Mountain,,+353(0)539239400,-6.57304928597114,52.3166331143593,Wexford,Barntown,Republic of Ireland,"Forest Park,Park and Forest Walk,Walking,National Park,National and Forest Park,Public Park,Nature and Wildlife"
The Irish Pewtermill Centre,,+353(0)879090044,-6.80946763229371,52.9848887447945,Kildare,Moone,Republic of Ireland,Museums and Attraction
Angela Woulfe Gallery,http://www.angelawoulfegallery.com/,35361310164,-8.6288578,52.6591346,Limerick,,Ireland,"Craft,Shopping,Art Gallery"
Greenlane Gallery,https://www.greenlanegallery.com/,353868211225,-10.270908,52.139579,Kerry,Dingle,Ireland,"Craft,Shopping,Learning,Art Gallery,Food Shops"
Pebbles,https://www.lfs.net/pebbles/,3532828165,-9.545538,51.5267892,Cork,Schull,Ireland,"Craft,Shopping,Art Gallery"
Kilcock Art Gallery,https://kilcockartgallery.ie/,353862578283,-6.6682154,53.3998824,Kildare,Kilcock,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Activity Operator,Tour"
The Warren Gallery,http://www.warren-gallery.com,3532836146,-9.17489609999999,51.528295,Cork,,Ireland,"Craft,Shopping,Art Gallery"
Ballymore Historic Features,http://www.ballymorehistoricfeatures.com,353868246921,-6.374547,52.598346,Wexford,Ballymore,Republic of Ireland,"Museums and Attraction,Tour"
Father Murphy Centre,https://www.facebook.com/Fr-Murphy-Centre-Boolavogue-315611758499163,353539366898,-6.41078079999999,52.5485902,Wexford,Boolavogue,Ireland,Museums and Attraction
Fethard Folk Farm and Transport Museum,http://fethard.com/attra/Museum.html,353526131516,-7.70419179999999,52.4686618,Tipperary,Fethard,Ireland,"Agriculture,Nature and Wildlife,Cycling,Museums and Attraction,Tour"
Baltinglass Abbey,http://visitwicklow.ie/attractions/baltinglass-abbey,,-6.7102325,52.9439747,Wicklow,Baltinglass,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins"
Christ Church Castlebar,http://www.tuam.anglican.org/aughaval-westport/castlebar-christ-church,,-9.299977,53.854419,Mayo,Castlebar,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Cape Clear Heritage Centre,http://www.capeclearisland.ie/heritageCentre,3532839119,-9.4951214903421,51.4330082748222,Cork,Cape Clear Island,Republic of Ireland,Museums and Attraction
Sligo County Library,https://sligolibrary.ie/,353719111850,-8.47265099999999,54.2727356,Sligo,,Ireland,"Learning,Tracing Your Ancestors,Literary Ireland,Activity Operator"
South Tipperary Genealogy Centre,https://www.bruboru.ie/about-us/genealogy/,3636261122,-7.8884088,52.5212005,Tipperary,Cashel,Ireland,"Tracing Your Ancestors,Museums and Attraction"
Díseart,http://www.diseart.ie,353669152476,-10.270519,52.1418478999999,Kerry,Dingle,Ireland,"Learning,Church Abbey,Monastery,Churches,Abbeys and Monastery,Gardens,Garden"
Ballyhugh Art and Culture Centre Painting,http://homepage.eircom.net/~ballyhugh/art.htm,353499526044,-7.5839647358398,54.1160737914336,Cavan,Ballyconnell,Republic of Ireland,"Craft,Shopping,Learning,Art Gallery,Activity Operator"
Kerry Library,https://www.kerrylibrary.ie/,353667121200,-9.6980208,52.2669381,Kerry,Tralee,Ireland,"Craft,Shopping,Learning,Tracing Your Ancestors,Literary Ireland"
Clonmore Castle,"http://www.megalithicireland.com/Clonmore%20Castle,%20Carlow.html",,-6.5751246,52.8282855999999,Carlow,Hacketstown,Ireland,"Castle,Historic Houses and Castle,Ruins"
Killeshin Romanesque Doorway,,353599147838,-6.99780767060849,52.8479394850703,Carlow,Killeshin,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Ballynacarriga Castle,http://www.castles.ancientireland.org/ballinacarriga/index.htm,353238833226,-9.03164799999999,51.705571,Cork,Bandon,Ireland,"Castle,Historic Houses and Castle"
Conna Castle,https://www.castles.nl/conna-castle,353862149601,-8.1016545,52.0945204999999,Cork,Conna,Ireland,"Castle,Historic Houses and Castle"
Dún Na Séad Castle,https://www.baltimorecastle.ie/,3532820735,-9.3731024,51.4835712999999,Cork,Baltimore,Ireland,"Historic Houses and Castle,Castle"
Kanturk Castle,https://www.castles.nl/kanturk-castle,353214255100,-8.90272989999999,52.164382,Cork,Banteer,Ireland,"Castle,Historic Houses and Castle"
Kilbolane Castle,https://visitballyhoura.com/explore/kilbolane-castle,3536391300,-8.84686679999999,52.3377251999999,Cork,,Ireland,"Historic Houses and Castle,Castle"
Carrickabraghey Castle,https://www.govisitinishowen.com/directory/carrickabraghy-castle-2,353749363451,-7.3727509,55.3163658,Donegal,,Ireland,"Historic Houses and Castle,Castle,Ruins"
Eighty Two Merrion Square,,+353(0)16761173,-6.251328,53.339313,Dublin,Dublin City Centre,Republic of Ireland,"Castle,Historic Houses and Castle"
Clifden Castle,,3539521163,-10.05673,53.49178,Galway,,Ireland,"Castle,Historic Houses and Castle"
Teach Synge - John Millington Synge's Cottage &  Museum,,3539973036,-9.5923818,53.0844699,Galway,,Ireland,Museums and Attraction
Ballycarbery Castle,https://www.theringofkerry.com/ballycarbery-castle,353646631633,-10.2586267,51.9489036,Kerry,Cahersiveen,Ireland,"Castle,Historic Houses and Castle,Ruins"
Cablemaster's Residence,https://atlanticvilla.ie/cablemaster-house,353872225117,-10.289066,51.922393,Kerry,Knightstown,Republic of Ireland,"Castle,Historic Houses and Castle"
Fahan Beehive Huts,http://www.ancientireland.org/fahan,353879254086,-10.421536,52.1016785,Kerry,Fahan,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Parkavonear Castle,http://www.megalithicireland.com/Parkavonear%20Castle.html,353646631633,-9.5550062,52.0759354,Kerry,,Ireland,"Castle,Historic Houses and Castle"
Tarbert House,http://www.kerrytourism.tarbert.ie/things-to-do/visit-tarbert-house,3536836198,-9.3689933,52.5796639,Kerry,Tarbert,Ireland,Historic Houses and Castle
Harristown House,https://www.harristownhouse.ie,35345483614,-6.6914209,53.1317192,Kildare,,Ireland,"Historic Houses and Castle,Tour"
Kilteel Castle,http://www.megalithicireland.com/Kilteel%20Castle.html,35345521240,-6.5274876,53.2326787,Kildare,,Ireland,"Castle,Historic Houses and Castle,Ruins"
Maynooth Ecclesiastical Museum,http://museum.maynoothcollege.ie,353879152003,-6.5981017,53.3786105999999,Kildare,Maynooth,Ireland,Museums and Attraction
Granagh Castle,https://visionsofthepastblog.com/2017/08/09/granagh-castle-kilkenny-ireland,,-7.16274,52.2825099999999,Kilkenny,,Ireland,"Castle,Historic Houses and Castle"
Edmund Rice Heritage Centre,http://edmundrice.net/edmund-rice/heritage-centres#westcourt-callan,353567725993,-7.398617,52.5525655999999,Kilkenny,,Ireland,"Historic Houses and Castle,Museums and Attraction"
Trinitarian Monastery,https://www.adareparish.ie/our-parish/virtual-tour-2/,35361396172,-8.7890832,52.564815,Limerick,Adare,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Magdalene Tower,http://www.drogheda.ie,+353(0)419837070,-6.351512,53.718285,Louth,Drogheda,Republic of Ireland,"Photography,Learning,Walking,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins"
Old Coastguard Station,http://www.jamescahill.com/coastguardstation.html,353949025500,-9.62084769999999,53.8213182999999,Mayo,,Ireland,Historic Houses and Castle
Partry House,http://www.museumsofmayo.com/partry.htm,353949543004,-9.2625359,53.6685245,Mayo,Partry,Ireland,"Historic Houses and Castle,Tour"
Rockfleet Castle,https://www.destinationwestport.com/directory/rockfleet-castle,3539825711,-9.6270894,53.8960284,Mayo,,Ireland,"Castle,Historic Houses and Castle"
Dardistown Castle,http://www.dardistowncastle.ie,353419829239,-6.3136965,53.6645112,Meath,Julianstown,Ireland,"Photography,Learning,Historic Houses and Castle,Castle,Tour"
Dunmoe Castle,http://www.navanhistory.ie/index.php?page=dunmoe-castle-2,353874555364,-6.6373308,53.6739901,Meath,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Moygara Castle,http://www.loughgaralakesandlegends.ie/lough-gara/moygara-castle,353719160201,-8.47519039999999,53.9718301,Sligo,,Ireland,"Castle,Historic Houses and Castle"
Ballynahow Castle,http://irishantiquities.bravehost.com/tipperary/ballynahow/ballynahow.html,,-7.8785802,52.6930716,Tipperary,,Ireland,"Castle,Historic Houses and Castle"
Killaghy Castle,http://www.castlesinireland.com/castle-in-tipperary-killaghy-castle-tipperary,,-7.51441629999999,52.5172294,Tipperary,Mullinahone,Ireland,"Castle,Historic Houses and Castle"
Redwood Castle,http://www.redwoodcastleireland.com,353949021375,-8.10585,53.138996,Tipperary,Lorrha,Ireland,"Photography,Learning,Historic Houses and Castle,Castle,Tour"
Ballysaggartmore Towers,https://www.theirishplace.com/heritage/history-ballysaggartmore-towers,,-7.9631741,52.1472156,Waterford,,Ireland,"Walking,Historic Houses and Castle,Castle,Ruins"
Ferns Cathedral,https://www.archaeology.ie/monument-of-the-month/archive/ferns-co-wexford,,-6.4926135,52.5899833,Wexford,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
The Browne Clayton Monument,https://www.igs.ie/conservation/project/browne-clayton-monument,353539196267,-6.8049493,52.3599232,Wexford,,Ireland,Public Sculpture
Altidore Castle,https://www.ihh.ie/index.cfm/houses/house/name/Altidore%20Castle,353877601369,-6.13811729999999,53.1106151,Wicklow,,Ireland,"Historic Houses and Castle,Castle,Museums and Attraction,Tour"
The Barony Of Erris Birdwatching,https://www.mayo-ireland.ie/en/towns-villages/bangor/bangor-activities-birdwatching.html,+353(0)9782292,-9.99073301891792,54.2237204010126,Mayo,,Republic of Ireland,"Bird Watching,Nature and Wildlife,Natural Landscape"
Millstreet Museum,http://www.millstreet.ie/blog/tag/millstreet-museum,3532970844,-9.067209,52.059733,Cork,Millstreet,Republic of Ireland,"Learning,Museums and Attraction"
Cobh Museum,http://www.cobhmuseum.com,353214814240,-8.29943589999999,51.8493205,Cork,Kilgarvan,Ireland,"Tracing Your Ancestors,Historic Houses and Castle,Museums and Attraction"
James Mitchell Museum,https://www.nuigalway.ie/visitorsgeologymuseum,35391492126,-9.060126,53.278255,Galway,Galway City,Republic of Ireland,Museums and Attraction
Limerick City Museum,https://www.limerick.ie/limerick-museum,35361557740,-8.6287673,52.6639172,Limerick,,Ireland,"Learning,Museums and Attraction,Tour"
Waterloo Round Tower,http://www.irishstones.org/place.aspx?p=1232,,-8.573712,51.954691,Cork,Blarney,Republic of Ireland,Historic Houses and Castle
Punchestown Standing Stone,http://www.kildare.ie/kildareheritage,35345521240,-6.6289596,53.1911515,Kildare,,Ireland,"Photography,Learning,Public Sculpture"
Leac an Scail  - Kilmogue dolmen - Harristown Dolmen,http://www.megalithicireland.com/Kilmogue%20Dolmen.htm,,-7.261723,52.402923,Kilkenny,Knocktopher,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Carrowtemple,http://www.earlychristianireland.net/Counties/sligo/carrowtemple,353719161201,-8.51781723871875,53.9843310127798,Sligo,Gurteen,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Clogher Castle,https://www.cloghancastle.ie,353719161201,-8.51182,53.9373,Sligo,Monasteraden,Republic of Ireland,"Castle,Historic Houses and Castle"
Culleenamore Middens,http://www.carrowkeel.com/sites/coolrea/culleenamore.html,,-8.6092376,54.260578,Sligo,Strandhill,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Cashel Heritage Centre,https://www.cashel.ie/cashel-heritage-centre/,3536261333,-7.8876149,52.5169758,Tipperary,Cashel,Ireland,Museums and Attraction
Saint Marys Church Of Ireland,https://www.ireland.anglican.org/find-a-church/parish/15860/carlow-st-mary-carlow,353599132565,-6.9331429,52.8369396999999,Carlow,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Church of the Resurrection Blarney,https://cupcork.ie/,353214877260,-8.56858759999999,51.9336175,Cork,Blarney,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Saint Colman's Cathedral,https://cobhcathedralparish.ie,353214813222,-8.2936865,51.8514618,Cork,Kilgarvan,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
St. Luke's Church,http://www.liveatstlukes.com/,,-8.457078,51.904255,Cork,Cork City,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Venue,Music"
Tullylease Church And Cross Slabs,http://www.irishstones.org/place.aspx?p=861&i=12,,-8.9402469,52.316655,Cork,Tullylease,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Kilmalkedar Church,https://dingle-peninsula.ie/component/zoo/item/kilmalkedar-church.html,,-10.338878,52.185292,Kerry,Ballydavid,Republic of Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
